DCODE,DNAME,TEACHER,INST_AID,INST_SUP,GUIDANCE,LIB_SPEC,LIB_SUPP,LEA_ADM,LEA_SUPP,SCH_ADM,SCH_SUPP,STU_SUPP,OTH_SUPP,SE_INSTR,SE_SUBJ,SE_CONS,SE_AID,SE_SUPP,SE_OTH,CT_TEACH,CONS,LEA_DIR,COORD,SUPERVSR,SCH_DIR
01010,Alcona Community Schools,33.11,1.57,0.86,,,,0.9,1,2.1,2.8,1.04,14.81,3,,,8.31,,,,,1,,,
02010,AuTrain-Onota Public Schools,4.81,0.86,,,,,0.76,,0.24,0.45,0.94,1.85,0.37,,,1.65,,,,,,,,0.05
02020,Burt Township School District,5,0.4,,,,,1,,,1,,1.6,,,0.05,,,,,,,,,
02070,Munising Public Schools,32.27,8.91,,1,,,1.99,,2.09,4.67,2.37,15.88,0.84,4,1,3.89,,0.61,0.5,,0.25,,,
02080,Superior Central School District,16.66,4,,,0.17,,1.2,,0.93,2,,6.07,1.67,,,3.93,,0.17,0.33,,2.07,,,0.6
03000,Allegan Area Educational Service Agency,10.19,24.35,1,1,,,11.95,5.87,8.7,18,1.85,60.75,15,1.5,5,31.69,15.13,16.9,18,,4.25,,,
03010,Plainwell Community Schools,113.45,28,1,3,,,1.11,1,7.5,16,2.5,42.44,13,1,2,10,1,,,,5.27,,,
03020,Otsego Public Schools,104.3,18.5,1,4.5,,,3,2,6.5,13.3,4,66.85,8.8,1.9,,7.8,1,,,,3.5,,,
03030,Allegan Public Schools,117.92,23.05,1,4.93,,2.25,13.4,2,1,17.16,2.35,59.79,7,7.5,2.5,5.78,5.3,1.5,,,3.77,,,
03040,Wayland Union Schools,134.44,19.55,3,3.3,3,4.96,1,2,11,18.95,14.85,57.1,10.5,7,2,3.37,6.3,4.14,,,4,,,0.5
03050,Fennville Public Schools,67.35,16.17,0.5,1,,1.95,1.5,1,3,7.4,1.2,32.2,,6,1,3,1,,,,1.5,,,1
03060,Martin Public Schools,27.58,8.78,,,,,0.6,,,3,8,29,2.52,,,,0.8,2,,,,,,
03070,Hopkins Public Schools,73.01,12.35,,2,,,2.8,1,6.47,6.27,6.1,50.39,5.13,2.87,,7.5,1,,0.75,,,,,1.78
03080,Saugatuck Public Schools,44.05,6.95,,1,,1.5,1,0.25,2.22,5.55,3,14.65,2.75,1,1,1.25,1.8,,,,0.6,,,1.55
03100,Hamilton Community Schools,123.91,21.32,,2.5,0.6,,2,1.5,9.35,13.25,1,69.5,13.5,2.33,2,17.62,4.3,,,,0.4,,,
03440,Glenn Public School District,3.05,2.95,,0.2,,,0.01,,0.4,0.5,,0.76,0.5,,,,,,,,,,,
03902,Outlook Academy,5.85,1,,,,,0.2,,0.8,1,1.02,,,,,,0.38,,,,0.2,,,
04000,Alpena-Montmorency-Alcona ESD,1,14,1,,,,5.95,1,0.3,5,12,9,5,,17,10,4,1,,,,,,
04010,Alpena Public Schools,162.54,20.15,1,7,,,2.9,3,12,26.42,31.39,108.95,10,13.05,0.95,45.48,,,5.07,,2.5,,,0.5
04901,Bingham Arts Academy,13,,1,,,,0.1,,0.9,1,4.5,1.5,,1,,,,,,,,,,
05010,Alba Public Schools,11.1,1,,,,,0.95,,0.05,,,3.75,1,,,,,,,,,,,
05035,Central Lake Public Schools,18.1,2,1,1,0.2,,1,,3.17,4,2.3,10.92,,,1.6,,,2,1.4,,,,,
05040,Bellaire Public Schools,18.2,1,,1,,,0.95,,1.65,2,2.75,8.84,2,,,,,,,,,,,
05060,Elk Rapids Schools,62.76,22.62,0.75,2,,,2.55,0.9,6.5,10.05,9.35,32.22,5,1,,1.2,,,,,0.5,,,3.1
05065,Ellsworth Community School,12.91,2.79,,1,,,1,,0.1,1,1.82,15.04,0.72,,,,,,0.58,,,,,2
05070,Mancelona Public Schools,46.57,12.6,,2.75,0.5,2.09,1,,6,9.26,1,17.15,5.4,,,5.02,,,,,,,,0.2
06010,Arenac Eastern School District,16.4,4.2,,0.8,,,2,0.5,,1.54,,4.06,0.2,1.6,,,,,,,,,,
06020,Au Gres-Sims School District,20.2,4.47,,0.5,,,2,1,2,1,0.2,10.03,0.8,1,,0.65,,,,,,,,
06050,Standish-Sterling Community Schools,72.05,17,1,2.85,,,2.5,1.7,6.1,7.52,2.3,60.2,4,3,,2,,,0.15,,2.25,,,
07010,Arvon Township School District,1.75,0.92,,,,,0.25,,,0.4,,,,,,,,,,,,,,
07020,Baraga Area Schools,25.16,2.5,,1.14,,,1.95,1,1.05,2.79,6.29,12.02,3.5,,,1,,,0.42,,0.3,,,
07040,L'Anse Area Schools,34.71,2.07,,2,,1.2,1,1,2.33,3.15,2,12.29,3,2,,3.5,,,0.5,,,,,0.05
08000,Barry ISD,1,4.2,,,,,3.2,,1,5.4,,5.2,5,,6.7,10,9.3,2,,,1,,,
08010,Delton Kellogg Schools,60.24,17.2,1.2,3,,,2,2,3.5,9.7,4.9,28.75,3.9,5.1,,4.5,,1,,,1.5,,,0.5
08030,Hastings Area School District,119.7,15.6,1,2,2,,3,2,11,10,6,32.6,10.5,6,,,,17,4,,2,,,1
08050,Thornapple Kellogg School District,126.2,20.83,0.2,4,1,,4,2,6.7,17.22,6.6,67.43,14.6,1,3.6,16.67,4.2,1.18,,,1.2,,,2
09000,Bay-Arenac ISD,1.58,13,2.07,2,,,10,2.59,2,28.17,10.2,22.36,22,11,40,65,45,16.8,26,,9,,,
09010,Bay City School District,363,22,6.5,13.5,9,1,2.1,15,27.1,42.07,12,278.9,12.4,44,2.5,22,,,1.75,,11.3,,,2.6
09030,Bangor Township Schools,108.76,16,1,3,,1.5,4,1,9,12.25,5.8,55.05,1,10,1,16.3,1,3,,,1.6,,,
09050,Essexville-Hampton Public Schools,78.02,14.67,1.52,4,,,2.1,1.27,6,11.6,6.3,37.88,1.16,8.5,,8.95,,,,,3,,,1
09090,Pinconning Area Schools,63.66,13.1,0.3,2.16,,,1.72,1.1,4.98,11.98,5.83,39.5,4.17,2.33,,7,1,2.99,,,,,,
09901,Bay-Arenac Community High School,5.14,0.6,,,,,1,0.75,1,0.9,3.15,,,,,,,,,,0.71,,,0.15
09902,Bay County PSA,27.05,2,,,,,1,,1,1,,6.75,,1,,,,2,,,,,,2.75
09903,Bay City Academy,32.95,2.05,,,,,1.45,,2.05,7,5.5,4.9,1,,2,,,1,,,0.5,,,1
10015,Benzie County Central Schools,72.91,10.63,,2,,,1,,6.5,10,2,36.75,6.5,,,9.54,,,,,3.25,,,
10025,Frankfort-Elberta Area Schools,30.22,5.15,,,,,0.95,1,2.22,2.67,0.85,13.21,2.67,,,0.54,,,0.43,,1.02,,,
11000,Berrien RESA,,1,3,,,2,13,1.3,14,19.23,2,78.3,54,1,23.6,75,41,4.9,,,5,,,
11010,Benton Harbor Area Schools,123.35,29,2.5,5,,,3,4.01,23.65,13.47,16.79,105.45,22.5,2,5.25,25,1,,10,,1,,,2
11020,St. Joseph Public Schools,129.29,12.45,3,5,1.5,,1,2.1,7,11.93,12.35,68.8,8.9,,3.25,12.15,2,1.5,2,,6.25,,,1
11030,Lakeshore School District (Berrien),131.2,11.2,3,6.3,0.6,,3,2,8,12.82,17.14,49.2,12.8,5,3.2,15.21,1,,2.6,,2,,,
11033,River Valley School District,39.8,6.65,2.1,2,,0.47,5.1,1,2.9,6.22,1,23.11,2.6,2.8,1.6,0.63,,,0.2,,0.5,,,
11160,Galien Township School District,,,,,,,1.05,,,1,,,,,,,,,,,,,,
11200,New Buffalo Area Schools,47.8,0.7,2,3,,1.85,4,2,5,7.95,2.9,27.87,7,,,0.75,,,1,,,,,
11210,Brandywine Community Schools,61.92,13.27,,2.66,,,1.5,2.34,5.5,9.96,0.11,36.4,7.5,,2,2.26,,,2.68,,3,,,
11240,Berrien Springs Public Schools,97.17,21.5,3,3.1,,,5,1,9.5,14.57,10.58,47.52,7.83,4.97,5.01,7.7,1,1.5,0.5,,0.1,,,0.8
11250,Eau Claire Public Schools,68.29,39.9,1,0.8,,,4,,1.66,8.65,9.85,43.4,2.51,,,,1,,,,2,,,1
11300,Niles Community Schools,166.02,47.6,2,3,,1.55,1.1,3.67,15.5,26.45,9.6,138.13,25.16,13.67,10.57,29.39,3,7.85,5,,6.6,,,2
11310,Buchanan Community Schools,72.22,9.25,0.2,3,1,,2.5,1,6.37,10.5,13.92,34.72,4.5,4,3,9.1,,,3,,5,,,
11320,Watervliet School District,64.15,14.18,1.11,2.67,,,2,2,7,20.2,6.55,35.87,5.16,4.34,,5,,1,0.17,,1.32,,,1
11330,Coloma Community Schools,85.1,13.33,2.7,2.1,,,3,,6.7,15.65,2.5,37.4,5.8,6.2,1.5,6,3,,5.8,,3,,,0.5
11340,Bridgman Public Schools,53.5,,,1,1,,2,,4,5.5,14,19.49,7,1,1,,,1,,,1.75,,,
11670,Hagar Township S/D #6,4.7,0.75,,,,,0.5,,,0.25,,,,,0.2,0.6,,,,,1,,,
11830,Sodus Township S/D #5,4,3.5,,,,,1,,0,,0.5,,0.5,,,,,,,,,,,
11901,Countryside Academy,27.3,4,,1,,1,1,1,2,3.4,0.8,3.4,2.8,,,,,0.7,,,,,,
11903,Benton Harbor Charter School,15,9,,,,,,,2,2,2,8.5,1,,,,,,,,,,,
11904,Mildred C. Wells Preparatory Academy,8,2,1,,,,,1,0.01,0.4,1,2.76,1,,0.3,,0.2,,,,,,,
11905,Dream Academy,12.8,3.32,,,,,0.01,1,1.99,,1,6.72,,,0.7,0.94,0.2,,,,,,,
12000,Branch ISD,8.7,31.59,1,3,,,4.99,2,6.48,18.7,1.5,38.97,24.83,20.17,7.49,41,4,9,15,,1,,,0.98
12010,Coldwater Community Schools,145.96,2.95,1,5,1,0.88,3.6,1,13.55,19.73,11.46,35.27,,,,,3,,,,0.65,,,
12020,Bronson Community School District,50.83,9.42,2,1,,,2.5,,3.67,6.92,4.23,30.87,,,,,,,,,,,,
12040,Quincy Community Schools,59.25,10.85,,2,,,3,2,4.25,5.05,2.95,19.58,,,,,,,,,2.5,,,1
12901,Pansophia Academy,20.99,6.19,0.38,,,,0.2,,1,2.8,2.5,8.4,2,,,,,,,,,,,0.1
13000,Calhoun ISD,2,13.62,10,1,,,15.95,4,31.05,45,4.23,24.65,13.5,23.5,56.6,70,51.2,11.1,18.66,,3,,,
13010,Albion Public Schools,35.2,13.15,,,,,1,1,1,2.25,2,4.46,7,1,,5,6,,,,,,,
13020,Battle Creek Public Schools,263.16,17.41,,5,,,8,2.01,27.34,38.84,15.97,141.26,41.2,2,3,24,,5,,,4.99,,,
13050,Athens Area Schools,28.34,5,,1,,,1,0.4,1.65,3.25,2,14.03,3,,,5,1,,,,0.95,,,
13070,Harper Creek Community Schools,138.63,25.87,2,4.5,1,,3.04,6,10.52,9.54,3.4,58.63,16.29,3.5,1,24.6,1.5,0.5,0.28,,3,,,
13080,Homer Community School District,56.2,10.97,,2,0.17,1.93,1.55,1.03,3.1,5.65,0.97,27.38,3.67,3.33,,7,1,,,,2,,,2.55
13090,Lakeview Sch. District (Calhoun),197.94,20.55,1.8,6.8,1,,1.95,2,11,27.26,19.4,62.97,19.75,0.5,,14.7,0.75,0.16,,,3,,,3.55
13095,Mar Lee School District,19.2,4,,,,,1,,1,2,1.75,5.2,2,,,0.75,,,,,,,,
13110,Marshall Public Schools,120.69,6.88,3,5,2,3.5,7,5,6,14,1.5,43.06,15,2.6,1,9,,5.91,,,,,,1
13120,Pennfield Schools,95.02,10,4,6,,0.5,0.95,,8.05,14.58,15.5,59.32,4.5,5.5,,4.88,,3.4,1,,1,,,
13130,Tekonsha Community Schools,14.47,15.29,,0.83,,0.75,0.8,0,1.5,2.5,0.25,13.53,2,,,1.5,,,,,,,,
13135,Union City Community Schools,46.16,20.5,2,3,,3,3.5,,3.01,8.1,,29.2,7.84,1,,10,,,,,1.49,,,
13900,Battle Creek Montessori Academy,7,2.7,,,,,0.2,,1,1,,1.3,1,,,,,,,,,,,
13901,Arbor Academy,19,0.8,0.3,,,,0.71,,1,2,0.5,1.5,,,,,,,,,,,,
13902,Endeavor Charter Academy,32.01,3.74,,,1,,3.51,,,2.46,,7.05,2,,,,,,,,,,,
13903,Marshall Academy,13.7,,,,,,0,,0,1,1.61,3.6,1.8,,,,,0.5,,,,,,1
13904,Battle Creek Area Learning Center,8.84,2,,1,,,,,,1.05,0.67,1.25,1,,,,,,,,0.95,,,0.05
14000,Lewis Cass ISD,5,7,0.5,,,,5,1.1,2.6,3.71,2.69,46.77,9,3,9,21.5,13.8,3,,,2.82,,1,
14010,Cassopolis Public Schools,50.4,9,,,,,4.95,2,0.05,7,8.5,29.84,4.6,,,,,,,,1,,,
14020,Dowagiac Union School District,107.33,19.42,2,5.19,1,5.25,6.7,2,4,17,24.29,56.38,5.9,5.19,,8.6,,,1,,2.19,,,
14030,Edwardsburg Public Schools,108.66,6.55,0,3,1,,1,1,7.05,16.62,11.67,59.49,7,4,2,0.57,3.4,,0.84,,2.95,,,
14050,Marcellus Community Schools,32.56,1.5,1.25,,,0.5,2,2,2.5,4.95,2,17.92,,,2,,1,,,,,,,0.25
15000,Charlevoix-Emmet ISD,4.58,0.56,4,1,,1.67,7.03,2,20.37,25.14,17.75,36.05,6,10,22.2,26,22.47,3,,,1.35,,,
15010,Beaver Island Community School,6.91,1.4,,0.83,,,1,,0.16,1.75,1.46,2.29,0.83,,,,,0.7,0.17,,0.12,,,
15020,Boyne City Public Schools,60.15,14.56,,2.3,,1.3,1.05,1,8.1,6.22,2.34,32.91,4.87,3.73,,3.52,,,2.8,,2.12,,,0.61
15030,Boyne Falls Public School District,11.15,2.44,0.06,0.6,,,1.29,,0.58,1.43,1.56,8.16,0.25,1.75,,,,,0.38,,0.19,,,
15050,Charlevoix Public Schools,50.81,0.9,1,2,,,1,,5.5,5.5,2.5,28.95,4,1,,7,,,2.6,,0.25,,,1.5
15060,East Jordan Public Schools,48.14,5.09,0.25,2,,,4.08,1,3.1,4.75,4.81,21.4,2.75,1.75,,1.06,,1.6,0.33,,1,,,
15901,Concord Academy Boyne,17.1,0.5,,,,,,,1.9,1,,,1,,,,,,,,,,,1
15902,Northwest Academy,5.34,1,,,,,1,,,2,2,2,0.83,,,,,,,,0.51,,,
16000,Cheb-Otsego-Presque Isle ESD,,,,,,1,4,,2.35,7.05,1,11.71,8.93,,18.17,18.87,14.01,2.47,,,1,,,
16015,Cheboygan Area Schools,79,29.75,1,1,1,,3,,7,11,10.24,43.23,11,1,,13,2,1,7.66,,3,,,
16050,Inland Lakes Schools,33.47,3.53,0.25,,,,2.8,1,0.8,2.24,7.9,23.08,5,,,5.09,,,,,1.81,,,1.68
16070,Mackinaw City Public Schools,17,,,0.5,,,0.8,,0.6,1,,2.6,1,,,,,,,,,,,0.1
16100,Wolverine Community School District,17.45,6.75,,,,,1,1,2.8,1,1,10.33,1.4,0.75,,,,,,,,,,
17000,Eastern Upper Peninsula ISD,,,3.17,,,,2.68,1.9,2.71,11.5,4.3,37.55,3,3,16.92,16,13.8,1.3,,,3.6,,,
17010,Sault Ste. Marie Area Schools,105.35,11.71,3,3.09,,0.6,1.76,2.03,6,15.06,18.72,50,9.43,7.34,,19.34,,,6.43,,4.05,,,2.08
17050,DeTour Area Schools,11.25,1.65,,,,0.5,1.52,0.9,0.54,1.78,0.68,5.66,0.5,0.08,0.06,0.11,,,,,0.1,,,0.34
17090,Pickford Public Schools,31.39,10.36,,,,,1.8,0.4,0.73,16.85,6.02,6.97,,,,,,1.37,,,2.51,,,
17110,Rudyard Area Schools,40.27,4.5,1,0.72,,,1.01,1.04,2.52,5.69,4,16.06,3,,,5,,,,,,,,
17140,Brimley Area Schools,31.72,2.18,,1,,,1.6,,2.21,3.3,1.9,8.75,3.34,0.33,,3.7,,,,,,,,
17160,Whitefish Township Schools,7.47,,,,,0.17,0.88,0.26,0.12,,,1.53,0.2,,,,,,,,,,,
17901,Joseph K. Lumsden Bahweting Anishnabe Academy,41.01,23,1,,,1,1.66,1.17,3.85,3.76,2.95,12.86,,4,1,3,1,,,,0.7,,,
17902,Ojibwe Charter School,10,,,,,,1,,1,1,,2.2,2,,,,,1,,,,,,
17903,DeTour Arts and Technology Academy,4.47,3.44,,,,,0.25,,0.15,,0,,0.42,,,,,,,,,,,0.25
18000,Clare-Gladwin Regional Education Service District,0.25,2.5,3.25,1,,1,6,3.55,13.28,11,1,53.88,10,0.5,14.6,27,17.5,3.8,7.5,,2,,,3
18010,Clare Public Schools,72.46,12.85,1,1.63,,1,3,,5.18,8.6,4.7,34.65,1.66,5.33,,7.05,,,,,,,,
18020,Farwell Area Schools,69.95,2,,1.8,,1,4.05,1,9.2,9,28.1,36.9,7,0.5,,,,10,,,0.25,,,1
18060,Harrison Community Schools,66.75,4,,2,,,2,1,8,6,15,3.8,6.5,6,,,,4,,,1,,,1
19000,Clinton County RESA,,4,4.9,,,,5.6,0.8,8.45,18.34,1.11,7.37,8.1,9.5,14.81,8,20.3,28.99,1.24,,1,,,
19010,DeWitt Public Schools,135.54,10.81,3,4,,,3.3,1,9.95,21.56,1.25,67.73,12,,,16.26,1,,,,2.7,,,0.2
19070,Fowler Public Schools,30.8,0.5,,0.9,,0.75,0.4,,2.25,3,3.1,7.5,,,,5,,1,0.2,,,,,
19100,Bath Community Schools,49.97,4.94,0.75,1,1,,1.05,1.05,3,5.63,5.62,18,3.66,0.84,,4.27,1,,,,3.2,,,1.5
19120,Ovid-Elsie Area Schools,73.25,,1,2.5,,1,2,0.8,5,9.54,14.83,58.23,,5,,,,,,,3.2,,,2
19125,Pewamo-Westphalia Community Schools,32.68,1.5,,1,1,,1,1,2.75,2.9,1.5,21.57,2,,,2.56,,3,,,0.8,,,
19140,St. Johns Public Schools,140.44,16.56,3.25,5,,5.48,2,1,9.6,18.7,6.42,89.09,6.8,11.27,,17.53,,,1,,,,,1
20015,Crawford AuSable Schools,87.06,12.58,1,1,,,3,,6,8.73,2,21.15,7.38,4.12,1,6.58,3,1,,,1.5,,,
21000,Delta-Schoolcraft ISD,6,1.3,2,2.25,,,3.2,4,2.35,9.57,2.75,4.75,6,0.05,5.25,15.1,15.1,4.42,10.16,,4.7,,,
21010,Escanaba Area Public Schools,96.36,17.08,,1,,,3,3,5.5,11.33,10.38,52.81,4.2,10.2,4,37.56,4,2.92,0.6,,3.5,,,
21025,Gladstone Area Schools,65.5,3.73,,0.8,0.2,3.94,2.7,1,4.97,7.65,2.25,30.81,1.4,4.2,3.2,7.82,,,,,1,,,1.3
21060,Rapid River Public Schools,16.22,1.79,0.2,,,,1.15,,0.05,4.87,1.62,9.11,1,1,,,,,,,1,,,0.45
21065,Big Bay De Noc School District,14.44,3.67,0.7,,,,0.45,,1.05,2.5,2,6.77,,1.16,,,,,1.7,,,,,0.05
21090,Bark River-Harris School District,37.07,7.19,,1,,,2,,2.41,2.11,,17.77,,1.4,,1,,,,,0.21,,,
21135,Mid Peninsula School District,12.22,,,,,,0.95,,0.65,2,,6.51,0.89,,,,,1,,,,,,
22000,Dickinson-Iron ISD,1,17.58,2.02,,,,2.5,0.93,1.1,10.66,7.1,13.05,4,3,6.8,19.5,9,2.2,9,,4.5,,1,
22010,Iron Mountain Public Schools,46.56,8,1.33,1,,,3,1.02,3.7,11.71,2,12.24,5,,,1,0.5,,,,,,,
22025,Norway-Vulcan Area Schools,31.02,7.34,0.5,0.67,,,1,0.2,2,4.6,1.14,13.52,2.66,1,,1.21,1,,,,,,,
22030,Breitung Township School District,78.83,7.92,,2,,,1.98,5.01,4.03,3.62,3.44,28.13,2.33,8,1.5,0.93,0.5,,,,3,,,1.25
22045,North Dickinson County Schools,14.4,6.5,,0.67,,,0.5,0.5,0.5,2.9,0.45,7.45,2,,,,,,,,0.3,,,0.8
23000,Eaton RESA,2.66,1,2.98,,,1.2,11,3.5,8,9.25,2.75,19.08,10,,27.4,,31.76,8.41,1,,1,,,
23010,Bellevue Community Schools,33,7,0.5,1,,0.5,1,,2.64,4.21,2,20.99,4,1,,5.93,,,,,,,,
23030,Charlotte Public Schools,129.23,3,5,3,0.5,0.9,4,1,7,17.63,2.67,50.07,10.01,10,1.55,17.97,,3.44,,,2.8,,,3
23050,Eaton Rapids Public Schools,105.6,15.18,2,3,,4,1,0.8,14.45,15.18,2.2,55,25,1,1,28.65,,,,,2,,,2.55
23060,Grand Ledge Public Schools,219.1,32.99,3,7,,,9,4.75,13,34.5,16.47,109.22,18.22,27.15,1.2,63.5,,12.23,2.2,,3,,,
23065,Maple Valley Schools,52.47,5.34,,2,,,1.1,1.7,3.15,6.25,1.5,17.4,5,1,,9,,,2.53,,3.8,,,
23080,Olivet Community Schools,76.64,9.6,1,1,,,3,,5.5,10.4,5.33,30.74,4.42,2.08,0.5,11,,,,,2.5,,,
23090,Potterville Public Schools,50.38,3.81,,0.8,0.8,0.64,1.6,,3.4,6.85,1.7,20.35,3.7,,0.6,4.2,1,,,,,,,
23490,Oneida Township S/D #3,1,,,,,,0.15,,,,,0.49,,,,,,,,,,,,
23900,LifeTech Academy,1.68,0.4,,,,,0.88,,,0.72,,,,,,,,,,,,,,
23901,Island City Academy,10.55,1,,,,,1,,,1.75,,0.35,1,,,0.5,,,,,,,,
23902,Relevant Academy of Eaton County,3.8,,0.5,,,,2.5,1,0.5,,0.5,,,,,,,,,,,,,
24020,Harbor Springs School District,49.95,3.74,1,2.55,1,,1.1,1,5.1,6.76,4.45,27.15,2.3,1.2,,5.43,,,,,,,,2
24030,Alanson Public Schools,17.13,,,,,,1,,,1,,5.49,2,,,,,,0.6,,0.34,,,0.2
24040,Pellston Public Schools,30.99,4.08,,,,,1,1,3.7,3.11,3.39,12.36,2.53,1.17,,1.49,,,0.83,,,,,
24070,Public Schools of Petoskey,131.9,33.8,1.25,4,,,4.36,1,8.59,16.55,10.5,59.1,8.8,6.4,,27.2,,,2.6,,1.06,,,
24901,Concord Academy - Petoskey,11.66,,0.34,,,,0.95,,0.85,1,1.5,1,2,,,,,,,,,,,
25000,Genesee ISD,32.6,109.63,29,4,,3,10.01,15.21,11,80.57,124.5,301.25,92,,21.6,159,41.27,13.43,38.5,,11.62,,,1.38
25010,"Flint, School District of the City of",387.5,41.23,35,12,2,1,1,11,25,72.95,32.76,283.51,79,2,9.5,34.25,28,5,4,,8.15,,,1
25030,Grand Blanc Community Schools,378.1,23,2,9,2,12,5.77,,17,41.75,20,134.5,5,1,50,36,8,,3,,1,,,
25040,Mt. Morris Consolidated Schools,97.12,15.2,2,3,,,1.61,3.44,10.3,13.4,16.75,45.23,6.71,11.91,5,18,5,,,,1.42,,,0.68
25050,Goodrich Area Schools,80.62,,2.32,3,,,2.1,1.01,5,6.56,7.96,53.27,4.6,3.4,,12.95,1.06,0.34,,,1.9,,,
25060,Bendle Public Schools,52,11.65,0.7,1,,,1,2,4.5,10.8,9.2,23.85,4.6,2.4,2,0.85,3,9.9,,,,,,0.5
25070,Genesee School District,38.25,5,,0.5,,,2.4,1,2.6,5.15,6.5,16.7,2,1,0.5,1,,,,,,,,
25080,Carman-Ainsworth Community Schools,197.35,29.37,,9.4,2.2,,5.3,3.1,17,31.88,29.62,86.23,18.8,16.7,7,,5,,5.8,,3,,,
25100,Fenton Area Public Schools,143.75,5.68,1,5.5,,4.15,5,1,11.07,18.1,15.02,56.17,14,10.1,7,15.29,5,7.55,,,2.1,,,2.21
25110,Kearsley Community School District,130.2,18.12,7.43,7,,4,2.1,2.67,8,15.04,8.6,89.34,4.45,12,5.55,20.75,2,,1,,1.9,,,1
25120,Flushing Community Schools,176.02,16.45,8.25,3,1,,2.1,4.12,9.5,23.2,27.51,91.37,23,4.01,5.9,28,2.99,0.49,2,,2,,,0.5
25130,Atherton Community Schools,38.48,4.01,,1,,,1,1,4,3,2.4,13.03,4.68,,1,7,1,,,,,,,0.25
25140,Davison Community Schools,234,42.66,2.4,9,2,1,6,2.1,19.53,42.87,43.25,120.55,8.43,18.57,6,17.5,1,0.25,7.5,,3,,,0.25
25150,Clio Area School District,147.6,16.5,1,5,1,3,1,,10,24.02,5.8,76.14,6.25,6.15,6.1,8,1,2,1,,3,,,2
25180,Swartz Creek Community Schools,179.1,40.13,,5,,,5.05,4.05,13,24.82,39.44,69.63,10.2,11.2,7.4,21.01,1.98,,,,,,,2
25200,Lake Fenton Community Schools,80.26,8.51,1,2,1,1.88,3,1.7,4.51,10.92,11.54,43.59,9.15,2.1,2,9.34,,0.86,0.75,,1,,,0.5
25210,Westwood Heights Schools,55.49,4,,,,,1.45,,3.58,5,8.35,31.38,1.67,5.33,1,3,1,,0.34,,0.75,,,
25230,Bentley Community School District,40.29,1.8,0.18,,,,1.15,1,3.05,4,9.49,19.22,,2.5,2.84,5.09,0.79,,,,1.3,,,
25240,Beecher Community School District,58.75,7.12,,1,,,3.21,1.5,5.09,14.49,4.98,41.25,5,2,,3,4,,,,2,,,
25250,Linden Community Schools,118.51,24,3,3,,,3.01,1.1,6.5,14.5,29.96,37.8,2.45,17.2,6,,3.5,26.5,0.75,,2.5,,,1
25260,Montrose Community Schools,58.5,14.63,0.01,2,,1,3.4,1.07,4.1,5.35,5.65,27.57,7.5,3.5,1,,,,0.2,,,,,
25280,LakeVille Community School District,64.76,9,,1.8,,,0.9,0.1,4,6.55,10,21.41,1.2,5.2,0.4,8,,,,,1.1,,,1
25900,Genesee STEM Academy,7,,,,,,1,,,1,,2,0.5,,,,,,,,,,,0.5
25902,Woodland Park Academy,25.5,2,,,,,0.99,1,0.21,1,1,3.75,3,,,1.5,0.25,,,,,,,1.8
25903,Grand Blanc Academy,24.9,3.25,1,,,,0.2,1,0.8,1,1.1,4.06,3,,,3,1.1,,,,,,,
25904,Northridge Academy,14,3.23,2,,,,0.01,1,1.99,1,,3.3,2,,0.5,1.75,1.4,,,,,,,
25905,International Academy of Flint,52,2,1,,,,0.5,,10,7,25,7.75,1,4,,1,3,3,,,0.5,,,
25907,Linden Charter Academy,35,11.23,,,,,4.02,,,2.38,0.5,7.18,2,,1,2.82,1.5,,,,,,,
25909,Burton Glen Charter Academy,29,18.23,,,1,,4.11,,,2.39,0.5,6.92,3.5,,1,1,1.6,,,,,,,
25910,Richfield Public School Academy,39.6,1,,,,,2.75,1.1,0.25,3,5.5,6.1,3,,1,,3,5,,,1,,,1
25911,Madison Academy,32.3,2,1,,,,0.8,,3,4,1,3.5,5,,1,,,,,,,,,
25912,The New Standard Academy,24,,,,,,0.55,,1,3,7,2,2,1,,,,,,,,,,1
25913,Alternative Path Academy,,,,,,,0.9,,,,,2,,,,,,,,,0.1,,,
25914,Greater Heights Academy,9.26,1,,,,,0.62,1,0.62,,,1.5,,,,,,,,,,,,
25915,WAY Academy-Flint,4,,,,,,1,,,,11.2,,,,,,,,,,,,,
26010,Beaverton Rural Schools,55.48,4,,2,,0.2,5.1,1,1.1,6.6,3.01,36.47,5.2,4.65,,6.5,,0.2,0.66,,0.5,,,0.5
26040,Gladwin Community Schools,83.33,25.1,,1,,,1.02,,10.6,11.63,12.81,47.66,,9.2,,,1,,,,,,,2
27000,Gogebic-Ontonagon ISD,,,,,,,2,1,1,2,,0.66,2,1,9,9,5.3,,3.65,,3,,,
27010,Bessemer Area School District,22.34,3.25,,1,,,1,,,2,,9,3,,,,,,,,,,,
27020,Ironwood Area Schools of Gogebic County,50.61,6.5,,,,,0.66,1.5,2.98,9.75,4,17.83,2,3,,,,,,,0.25,,,0.15
27070,Wakefield-Marenisco School District,17.6,0.91,,0.5,,,1.79,,,2.06,,6.05,1.66,,,0.75,,0.13,,,0.13,,,
27080,Watersmeet Township School District,15.74,,,0.83,,0.5,1.9,,0.1,2.07,4,3.61,0.9,1.1,,,,3,,,,,,
28000,Traverse Bay Area ISD,10.77,19,1.64,2.1,,,16.5,2,19.83,42.8,1.8,61.9,18,30,85.2,96,75.3,17.5,25.96,,0.5,,1,
