DCODE,DNAME,TEACHER,INST_AID,INST_SUP,GUIDANCE,LIB_SPEC,LIB_SUPP,LEA_ADM,LEA_SUPP,SCH_ADM,SCH_SUPP,STU_SUPP,OTH_SUPP,SE_INSTR,SE_SUBJ,SE_CONS,SE_AID,SE_SUPP,SE_OTH,CT_TEACH,CONS,LEA_DIR,COORD,SUPERVSR,SCH_DIR
46110,Onsted Community Schools,64.45,18.06,,3.4,1,,2.6,1,3,9.3,2.97,35.95,3.55,4.25,,,,,,,3,,,
46130,Sand Creek Community Schools,44.79,4.7,,1,,2,1.95,,2.05,5.15,2.15,29.92,6,,,8,,,,,,,,0.5
46140,Tecumseh Public Schools,146.5,4,4,5,,2,3.1,1,15.4,17.25,22.1,63.58,9.98,6.01,,35,,1,,,4,,,1
47000,Livingston ESA,6,18.2,,,,,7.7,5.5,6.1,20.03,29.8,232.55,12.2,11.4,49.4,49.61,57.94,4.89,,,8,,,
47010,Brighton Area Schools,259.29,26.95,,8.1,6,5,3,1,18.6,33.18,8.6,98.96,28,11.2,7.6,,1.2,57,4.4,,4.75,,,1
47030,Fowlerville Community Schools,128.99,14.23,2,4,2,,7,1,8.2,16.02,7.79,84.56,12.95,5.32,2.5,16.5,,,,,1,,,
47060,Hartland Consolidated Schools,234.68,2.6,3,7,4.8,1.63,8,2,17.8,58.29,6.72,102.96,10.2,16.4,3.9,27.32,,,6.8,,3,,,
47070,Howell Public Schools,341.47,14.66,6,14.5,2,9.68,7.2,3,19,35.52,25.22,81.63,28.16,25.39,9,35.61,,,6,,2,,,1
47080,Pinckney Community Schools,177.04,,5,2,,,3.5,3,9.49,25.09,24.98,59.51,21,6.4,1.5,34.8,5.1,,3,,2.5,,,1
47901,Kensington Woods High School,8.97,1,,1,,,0.2,,0.8,2.01,0.2,1,2,,,,0.5,,,,,,,0.2
47902,Charyl Stockwell Academy,54.67,2.2,,,,,0.2,,3.11,7.55,2.65,14.89,3,,1.2,7,2.32,3,,,,,,3.85
47903,FlexTech High School,7.33,0.67,,1,,,0.2,0.5,1,1.9,0.2,0.4,0.9,,,1,0.8,,,,,,,
48040,Tahquamenon Area Schools,37.5,5,,1,,,3.8,,1.8,3,0.2,16.65,6.6,1.4,,1.5,,1,,,2,,,0.2
49010,St. Ignace Area Schools,33.78,7.69,,1,,,0.72,0.5,1.5,5.4,2.53,13.41,,2.5,,2.23,,,,,,,,
49020,Bois Blanc Pines School District,1,0.8,,,,,0.11,,,,,,,,,,,,,,,,,
49040,Les Cheneaux Community Schools,18,0.01,,0.83,,,1.17,0.02,1.01,1.25,0.14,2.59,1,,,,,,,,,,,
49055,Engadine Consolidated Schools,15.14,1,0.17,0.29,,,0.75,,0.89,2,1.1,6.6,1.87,,,4.49,0.4,,0.14,,,,,0.1
49070,Moran Township School District,6.5,1,,,,,1,,,1,,1.9,1,,,,,,,,,,,
49110,Mackinac Island Public Schools,7.28,1,,,,,1,,,1,,1.75,1,,0.33,1,,,,,,,,
49901,Three Lakes Academy,7,1.23,,,,,0.5,,,1.4,,2.87,,,,,,,,,,,,
50000,Macomb ISD,,1.9,13,1,,1,15,9.1,38,60,5.6,221,159,12.5,48,239,76.5,17,,,6,,,
50010,Center Line Public Schools,111.26,24.7,,5,,4,3.92,2.2,9.8,25.1,1.9,59.07,3.25,8.5,7.23,10,4,,2,,4.1,,,1
50020,East Detroit Public Schools,153.95,21,,7,2,,1.95,1,10.05,29.7,2.8,68.13,14.65,17.2,5.67,11,8,1,3,,3,,,
50030,Roseville Community Schools,213.1,27.76,9,5,,,4,7.6,16,43.4,10,97.17,17.6,24.8,14.6,16,5.8,,8.6,,4,,,
50040,Anchor Bay School District,245.02,52,1,4,,8,4,12.75,21.7,29.65,12.51,161.46,0.4,28.6,8.8,25.12,6,1,8.07,,4.3,,,
50050,Armada Area Schools,92.29,10.76,,3.33,1.45,,4,4,7.25,15.27,6.79,35.24,6.1,1.5,2.8,5,0.9,1,2.87,,3.93,,,1.85
50070,Clintondale Community Schools,97.5,2,,3,,,2.05,2.03,8.85,16,3.5,53.53,6.5,10.25,8,5,6,,18,,1.1,,,2.5
50080,Chippewa Valley Schools,674.8,91.74,8.56,23.4,2,14.28,12,2.26,52.5,113.93,88.02,260.14,27.6,46.9,34.7,13.65,21.7,17.17,13.4,,6,,,2
50090,Fitzgerald Public Schools,123.94,9.93,2.36,4,2,,1.01,2.07,11.1,21,3.15,50.68,14.6,5,2.6,4.33,6.8,0.84,5.35,,2.9,,,
50100,Fraser Public Schools,243.91,20.18,2,6,2,1,5,3,16.6,30.02,21.95,101.07,13.8,9.5,15.7,26.4,10.39,,5.6,,3.9,,,1
50120,Lake Shore Public Schools (Macomb),159.16,20.92,2,5,5,1,3,2,9.2,31.43,0.56,118.9,17.75,2.25,8.8,14.9,6,,3.58,,2.67,,,1
50130,Lakeview Public Schools (Macomb),165.39,21.21,1,5,,,3,2,9.42,17.49,17.38,25.4,10,9,8,3.45,6,,2.85,,1.98,,,
50140,L'Anse Creuse Public Schools,475.24,135.15,12.5,19.65,,,12.75,4.75,43.75,99.06,31.25,250.72,17.81,58.6,16.08,40,18.75,,15,,6.33,,,6
50160,Mount Clemens Community School District,72.96,0.92,1,1,,,2,0.08,8.75,2.07,3.81,24.81,,17.28,3,,5,,,,2.05,,,
50170,New Haven Community Schools,47.19,8.59,,1,,,2.95,1,5.05,12.09,4.87,41.56,1.47,9.99,5.9,11.94,3,0.2,1.84,,,,,0.1
50180,Richmond Community Schools,66.24,8,1,2.6,,1,1.95,1,4.05,9,2.9,24.56,2,5,5.1,8,2.2,,0.8,,1.5,,,1
50190,Romeo Community Schools,222.53,20.03,2,6,4,2.54,4.15,2.21,12.97,20.5,2.5,106.82,13.13,17.87,9,21.38,4.5,,6.75,,4.75,,,2
50200,South Lake Schools,98.87,4.97,2,5,0.5,3,2.97,2.04,7.5,17,18.75,22.44,6,5,3.8,,5.5,2.2,1.7,,2.55,,,
50210,Utica Community Schools,1164.5,95.61,2,35.4,,1,19,11,101.15,158.78,24.65,564.16,57.6,101.5,42,150.81,25.25,1.09,41.4,,18.95,,,
50220,Van Dyke Public Schools,106.75,24,,5,4,,6.3,1,12.5,22.5,3.75,95,2.5,29.5,4,28.75,10,2,3,,3.7,,,
50230,Warren Consolidated Schools,613.97,15.33,17.6,27,9.6,,12,7,47,96.15,49.56,310.13,16.3,58.7,43.3,,24.5,30.17,16,,15,,,1
50240,Warren Woods Public Schools,130.73,10.03,2,6.2,2.5,,6.1,2.54,12.18,27.35,7.13,72.14,26.87,3.2,10.5,31,13.05,2.5,13.11,,3,,,2
50901,Macomb Academy,,,,,,,1.9,,0.1,1.4,26.25,,8,,,,,,,,,,,
50902,Conner Creek Academy East,55.59,0.81,,1,,0.2,0.9,2,8.6,7.9,4.93,19.75,8,,,,1.4,1.4,,,1,,,1
50903,Huron Academy,31.85,4.15,,,,,0.2,,2,3,1.5,14.5,2,,0.8,,2,4,,,,,,1
50904,Global Preparatory Academy,14,5,1,,,,0.2,,2,1,1,1,1,0.5,,,,,,,,,,
50905,Arts Academy in the Woods,15.9,,,1,,,,,1.1,1,1.1,1,1,,,,,,,,,,,
50906,Merritt Academy,26.5,4,,1,,,0.5,,2,2,2.5,1.5,5,,1,,,,,,,,,
50908,Mt. Clemens Montessori Academy,20,9.86,1,,,,0.2,,2.8,1,,4.75,1,,1,,0.1,,,,,,,
50909,Prevail Academy,28.86,3.87,,,0.3,,4.01,,,2.33,,2.86,3,,1,1.8,2.1,,,,,,,
50911,Academy of Warren,35,8.14,2,,,,1,,2,,8,6.53,3,,0.25,,,,,,,,,2
50912,Reach Charter Academy,34.5,4.97,,,,,5.52,,,2.34,,5.02,3,,1,1.72,1.2,,,,,,,
50913,Noor International Academy,8.01,0.98,,,,,0.66,,0.34,0.95,1.05,0.85,,,0.01,,0.05,,,,0.03,,,
51000,Manistee ISD,,,,,,,1.5,0.8,1.8,8.68,,6.6,3,2,8.95,11,9.2,2.5,,,1,,,3
51020,Bear Lake Schools,17.13,4.82,,0.15,,0.5,0.5,0.37,2.1,1.6,1,12.63,1.72,,,,,,,,,,,3.28
51045,Kaleva Norman Dickson School District,24,8.72,,1,,0.36,1.73,0.65,1.11,2.62,4.03,15.79,4,,,1.93,,,,,,,,2.87
51060,Onekama Consolidated Schools,19.37,3,1,0.21,,1,0.65,1,2.1,2.51,,14.21,3,,,4,,,,,,,,1.95
51070,Manistee Area Public Schools,65.8,19.48,4,1.5,0.5,,2.1,1,5.6,6.8,5.7,38,8.7,,,,,,,,2,,,0.5
51903,Casman Alternative Academy,5.5,,,,,,,,1,1.5,,0.5,0.71,,,,,,,,,,,
52000,Marquette-Alger RESA,3,0.31,4,,,,4,0.85,29.54,16.73,2.23,4.88,2.33,,5.41,5.61,7.5,0.63,,,0.28,,,5
52015,NICE Community School District,60.68,6.46,,2,,,2,0.33,4.52,7,5.24,22.65,5.7,3.9,2,8.62,,,,,1,,,0.8
52040,Gwinn Area Community Schools,59.87,9.5,1,2.64,,,4.1,1,4,7,0.75,15.49,9,4,1.33,11.5,1,,,,3,,,
52090,Negaunee Public Schools,72.9,14.55,,3,,,3,2,6.46,9.98,5.9,35.28,6.67,2.33,1,14.72,,1,1.67,,,,,0.25
52100,Powell Township Schools,4.78,0.75,,,,,0.21,,0.2,1,0.67,2.2,0.71,,,0.5,,,,,,,,
52110,Republic-Michigamme Schools,9.74,0.97,,0.17,,0.4,0.67,,,1.35,0.02,3.07,0.83,,,0.8,,,,,0.04,,,0.1
52160,Wells Township School District,2.2,,,,,,0.5,,,,,2.29,0.1,,,,,,,,,,,
52170,Marquette Area Public Schools,135.47,14.45,,6.25,,1.65,4.99,4.01,11.36,16.49,2.84,58.81,18.9,6.35,8.24,47.25,3.77,1.2,1,,4,,,1
52180,Ishpeming Public School District No. 1,34.99,4.18,,1.34,,,3.1,1,2.7,4.89,7.31,10.1,3.83,1,,9,,3.28,1.67,,1.3,,,0.1
52901,North Star Academy,17.51,2.88,,0.8,,0.2,1.81,,1,1.32,0.2,0.48,1.42,,,3.8,,,,,0.1,,,
53000,West Shore Educational Service District,2,5,3.5,,,,4.5,1,10.51,10.58,4.4,21.96,12.5,,16.28,27.42,16,5,6.81,,5,,,
53010,Mason County Central Schools,64.5,0.74,,1,,,2.95,1,3.1,9.71,17.1,30.26,5,1.6,,,0.5,9.17,1.2,,5.05,,,1.5
53020,Mason County Eastern Schools,24.7,3.02,,,,0.3,2.2,,3,4.41,2.5,10.19,2.8,,,1.52,0.5,,,,1.5,,,
53030,Free Soil Community Schools,,,,,,,0.6,,,0.4,,0.57,,,,,,,,,,,,
53040,Ludington Area School District,101.45,29.6,1.6,4,,,3,2,8.5,15.02,12.22,30.37,4.3,9.7,,13.85,0.5,,2,,,,,0.5
54000,Mecosta-Osceola ISD,6,22.52,4,,,,7.3,1,2,11.7,6.3,23.93,7,26,25.35,40.35,23.35,3.6,12,,4.1,,,
54010,Big Rapids Public Schools,79.4,24,,1.08,,1,2.85,1,5.75,9.3,11.93,34.69,5.8,1.9,,4,,3,,,4.4,,,
54025,Chippewa Hills School District,96.05,25.5,2,2.7,,,2.75,1,5.15,15.1,2.02,50.95,3.7,9.15,,9.15,,,,,1.2,,,1.65
54040,Morley Stanwood Community Schools,53.4,19,1,1,,,1,,2.15,8.5,,30.95,7.48,,,9,2,,,,1.35,,,0.9
54901,Crossroads Charter Academy,44.82,10.17,,,,,2.1,1,4.98,4.9,,15.13,1,3,,1.76,,,,,2.6,,,
55000,Menominee ISD,,,,,,,2.75,2,2,5,3,10.5,2,1,7.5,1.5,5.25,8.5,,,1,,,
55010,Carney-Nadeau Public Schools,15.18,3.25,,,,0.75,2,1,0.25,2,1,8.31,1,1,,,,1.56,0.16,,0.11,,,
55100,Menominee Area Public Schools,74.96,3.9,1.2,1.83,,1,3.1,1,4,7.55,14.08,36.9,10.36,1.32,,,,14.22,0.83,,0.9,,,
55115,North Central Area Schools,21.8,2.17,,0.33,,,0.75,2,2.25,2,1.67,9.57,2.6,,,,,,,,,,,1
55120,Stephenson Area Public Schools,33,5.73,,1,,,1.92,1.5,1.08,2,0.88,17.69,3,,,6,,,1.2,,,,,
55901,Nah Tah Wahsh Public School Academy,19.12,1,,1,,,,,1.25,,,,1,1,,,,1,1,,,,,
56000,Midland County Educational Service Agency,,0.75,2,,,,6,1,6.82,10.76,6.25,1.5,11,14,20.5,112.6,17.85,7.75,,,1,,,
56010,Midland Public Schools,354.07,21.61,8.73,8,1,0.3,4.8,3,42.4,55.15,40.08,156.54,44.8,20.8,9.7,94.47,14.9,,3.1,,2,,,
56020,Bullock Creek School District,87.5,9.11,,4,1,0.6,2.01,1,6.14,13.2,7.59,38.52,1,11,1.33,19.68,1,3.86,1,,2.93,,,
56030,Coleman Community Schools,37.3,14,,1,,,1.3,1,2,4,2,24.25,,,,,0.5,1.7,,,1.5,,,
56050,Meridian Public Schools,60.54,4.01,0.7,2.5,,2.03,4,0.82,6,7.27,1.98,50.1,5.4,2.8,1,4.78,,,,,0.2,,,1
56901,Windover High School,3.4,1,,0.5,,,0.15,,1.45,1.6,1.5,,0.6,,,,,,1,,,,,
56902,Midland Academy of Advanced and Creative Studies,19.5,,1.2,,,0.15,0.15,,0.65,3.09,,4.55,,,,,,,,,0.1,,,
56903,Academic and Career Education Academy,5.78,0.64,,0.8,,,1.05,,0.95,1.33,0.85,,0.51,,,,,,,,,,,
57020,Lake City Area School District,56.86,8,1.5,2,1,,1,1,5,8.08,9,26.77,4.32,1,,1,,,,,,,,
57030,McBain Rural Agricultural Schools,49.31,6.28,1,,,1,1,,2.67,6,2.24,27.1,3,0.6,,3.72,,1,,,,,,
58000,Monroe ISD,8.41,1,3,,,,17.99,2,20.91,20.5,1.2,39.35,13,58.7,13,97,46.5,15.6,,,6,,,
58010,Monroe Public Schools,245.28,56.32,4.45,9.01,1,1,5,5,26.6,34.16,9.47,265.81,25.65,1.25,9.1,36.45,,,13.8,,5.5,,,
58020,Airport Community Schools,117.63,10.01,2,2.8,2,1,2,1,8.02,16.06,8.98,47.32,6.8,,8.87,17.24,4,,2,,,,,3.6
58030,Bedford Public Schools,201.27,23.21,3,6.25,1,0.5,2.2,1.75,11,40.93,19.66,109.57,4.2,15.55,7.4,24.89,,,10.25,,10.25,,,1
58050,Dundee Community Schools,69.8,5.35,1,,0.99,,2,1,4.8,8.5,4.5,51.35,3.4,2.4,,3,,5,,,3.6,,,1
58070,Ida Public School District,72.15,,2,2,,,2.5,,5.25,9.87,5.85,52.55,3.34,6.5,4.8,15.31,1,,,,0.5,,,
58080,Jefferson Schools (Monroe),96.6,6.5,3,3,,4,2.7,1,7.65,13.65,2.25,61.53,1.05,10.15,3.2,13.4,3,,2.9,,1,,,
58090,Mason Consolidated Schools (Monroe),68.86,11.24,3,2.55,,,2.95,1,4.92,9.2,5.46,36.06,5.8,,0.5,8,,,,,0.5,,,
58100,Summerfield Schools,31.01,6.53,0.27,1,,,1.1,,2,2.68,2.69,21.18,0.67,1.17,0.66,3,,,,,0.2,,,0.22
58110,Whiteford Agricultural School District of the Counties of Lenawee and Monroe,35.8,4.27,,1.34,,0.51,2,0.9,2.29,2.87,2.96,15.09,1.69,2,,3,,,0.34,,0.77,,,
58901,New Bedford Academy,8,,,,,,0,,1,1,2.16,3.24,1,,0.25,,,0.8,,,,,,
58902,Triumph Academy,31.01,7.37,,,1,,4,,0.01,2.33,,3.2,2,,1,0.5,1.4,,,,,,,
59000,Montcalm Area ISD,2.64,5.66,3.45,,,,8,2,6,10.5,3.1,26.92,6.5,18.02,13.65,41.59,15.72,10,13,,1,,,
59020,Carson City-Crystal Area Schools,48.65,13.62,0.2,0.7,,,4.15,,3,8.85,1.27,25.92,3.4,2.6,0.6,0.97,2,4.85,,,1.1,,,
59045,Montabella Community Schools,40.43,4.39,,1,0.37,,2.86,,2,4.31,0.78,16.75,3.67,2,1,1,2,5.1,,,3,,,
59070,Greenville Public Schools,162.2,28.73,1,5.6,1,5,2.9,1,8.4,24.57,7.98,59.01,10.27,14.93,4.7,21.24,5.6,0.13,1,,7,,,
59080,Tri County Area Schools,100.75,8.74,1.63,1,0.6,1,5.5,,5.75,13.24,1.99,50.62,10.8,3,2,10.6,3,,,,1,,,
59090,Lakeview Community Schools (Montcalm),61.15,0.5,,2.4,,,1,1,3.95,5,3.5,33.48,6,3,2,2.1,1,,,,,,,1
59125,Central Montcalm Public Schools,80.1,4.36,,3,,,2,1,6.1,13.05,4.91,38.42,2,7,1.6,4.85,1,,,,1,,,
59150,Vestaburg Community Schools,31.2,,,2,,,2,2,1,2.25,3.04,16.61,3,1,1,,,,,,,,,
59901,Threshold Academy,10,1,,,,,1.05,,0.95,1,4,5,,,,,0.5,,,,,,,
60010,Atlanta Community Schools,12.34,10.12,,,0.17,,0.94,1,0.4,3.5,0,6.65,2.56,,0,,0,,,,1,,,
60020,Hillman Community Schools,28.66,1.04,,,,,1.52,1,2.25,4.8,3.13,11.74,2.5,1.51,,,,,,,1,,,0.63
61000,Muskegon Area ISD,2,15.51,11.95,,,1,6,6.5,18,28.4,6.93,42.44,23,,3.25,,8,68.15,19,,8,,2,1.49
61010,"Muskegon, Public Schools of the City of",219.35,90.93,6.08,5,2,2.92,7.4,6,28.25,41.18,29.74,122.48,18.87,32.22,12.92,45.26,16.5,2.1,,,8.9,,,
61020,Muskegon Heights School District,4,,,,,,3.6,1.9,1,1,,2,,,1,1,,,,,,,,
61060,Mona Shores Public School District,181.98,8,1,5,2,0.43,3,4,11,26.03,2.3,88.86,2,5,17.8,35.6,3,1,,,2.5,,,
61065,Oakridge Public Schools,89.92,2.01,2,3,1,,2,0.75,4.25,13.07,4.81,47.73,2.33,10.07,3.3,7.24,1.72,,,,3,,,1.25
61080,Fruitport Community Schools,135.73,13.95,3,6,,4.2,2,1,9,15.8,13.35,73.08,8.6,15.4,7.1,18,9.79,2.85,,,4.51,,,3.79
61120,Holton Public Schools,47,6.85,1,1,,,2.6,,3,5.09,2.4,26.96,4.75,3,,7.97,1,0.8,,,1.5,,,
61180,Montague Area Public Schools,60.8,6.18,0.5,2.8,,1.86,1,3,3.34,5.56,2.03,24.19,6,3,2.45,9.14,1.6,0.88,2,,3.3,,,1.6
61190,Orchard View Schools,122.61,22,2.5,4,1,2,3,1,8.25,20.95,29.5,112.44,1,6.8,2,,3,,,,1,,,2
61210,Ravenna Public Schools,45.39,5.84,1,,,,4,1,6,6.25,0.92,25.9,4,4.08,1,6.58,3,,,,0.05,,,1.5
61220,Reeths-Puffer Schools,169.2,0.1,,5,1,2.1,7.5,1.25,9.68,22.25,8.33,82.28,18.2,9.3,8.43,4.76,11.1,27.88,0.8,,6.12,,,
61230,North Muskegon Public Schools,46.55,7.92,,1.6,,1,1,,3.5,7.5,1.4,12.01,3.5,2.75,0.85,,0.8,,,,,,,1
61240,Whitehall District Schools,106.53,17.55,1,3,,1,2,2,10.05,36.5,13.18,37.55,5.1,7.35,0.8,,2,6.7,,,0.5,,,0.35
61902,Timberland Academy,30.5,3.77,,,1,,4.02,,,2.38,,4.09,3,,1,2.43,1.5,,,,,,,
61903,WayPoint Academy,13.7,3.95,1,,,,2,1,0.5,1,0.5,5,3,,,,,,,,,,,0.6
61904,Three Oaks Public School Academy,19,2.5,1,,,,0.2,,1,2,,6,1.5,,,,1,,,,,,,
61905,Muskegon Heights Public School Academy,57,,1,1,,,7,,5,5,2.5,14.5,7,,1.2,2,1,6,,,1,,,
62000,Newaygo County RESA,10.2,34.1,,1,,,1,2.4,9.6,11.3,1.7,32,3.1,,20.6,10,10.6,1.7,15.6,,4,,,4
62040,Fremont Public School District,92.73,28.61,1,3.6,0.5,1.93,1.5,1,5.5,14.66,3.6,64.9,16.42,,,22.71,,,,,3.5,,,
62050,Grant Public School District,92.1,23.71,1.82,1,,,2.3,0.8,5,9.25,5.1,36.47,7.8,3.2,,13.06,4,0.66,,,3,,,2.3
62060,Hesperia Community Schools,53.9,11,1,1,,1,1.4,,4.3,7.55,5,20.35,6,2,,7,,,1,,,,,
62070,Newaygo Public School District,72.82,27.13,,1,,,2,1,5.43,6.65,4.64,33.78,3.7,3.9,,,,,,,,,,
62090,White Cloud Public Schools,50.5,16.37,,1,,,0.9,0.5,4.1,5.75,4,22.23,3.66,5.58,0.27,10.16,,,,,1,,,1
62470,Big Jackson School District,4,,,,,,1,,0.1,0.9,,1,,,,,,,,,,,,
63000,Oakland Schools,21.04,29.5,41.97,4,,0.83,29.7,16.09,86.14,84.37,25.79,243.17,,,14.5,,6.33,5.54,69,,16,,,1
63010,School District of the City of Birmingham,460.61,76.79,1,15.5,14,8.6,15.97,7,47.33,64.63,10,330.8,34.75,28.3,14,112,28.4,1,,,6,,,
63020,Ferndale Public Schools,168.1,21.49,1,7.5,1,1,4,2,15,43.95,15.98,101.4,6.48,8.32,3.7,22,6,3,,,5,,,1
63030,Pontiac City School District,206.5,102.29,,7,2,2,11.01,3.02,17.7,29.9,52.6,193.8,50.5,6,7.5,41,29,3,,,2,,,
63040,School District of the City of Royal Oak,238.5,4.96,1,7,1,4.5,5,5.46,15.2,32.55,1,136.18,9.1,11.7,12.3,31.04,14.4,3.57,2.6,,4,,,
63050,Berkley School District,225.57,9.89,3.75,9.25,7,,7.6,7.9,21.2,26.34,4.49,114.55,28.16,,8.84,51.75,10.4,,1,,2.5,,,
63060,Southfield Public School District,365.64,32,2,15,2.8,0.75,13.4,6.92,52.4,35.1,2.7,217.4,58,,15.7,47.47,13.8,,1,,9,,,
63070,Avondale School District,158.15,10.25,1.4,6,,5,3.8,1,11.59,19.3,1,107.63,22.65,2.41,8,30.59,9.49,2,,,1.07,,,
63080,Bloomfield Hills Schools,331.65,44.2,8,15,9,4.43,13,2,46.6,48.12,41.35,221.3,31.73,24.69,20.7,83.04,23.8,23.5,0.83,,6,,,
63090,Clarenceville School District,84.55,28.1,1.1,1.8,2,,2.9,2,5.6,11,7.2,37.17,7.3,7.3,0.53,8,3.7,2,,,1.4,,,0.6
63100,Novi Community School District,317.34,10.75,3,9.45,7,5.46,7,2.5,14,41.33,11.61,133.93,13.7,25.75,16,30.17,8.4,,2,,4.1,,,1.9
63110,Oxford Community Schools,220.78,25.69,8,6,1.14,1,7.95,4.35,15.55,20.74,11.64,126.53,13.89,16.78,5,23.75,7.04,0.04,5.34,,1,,,3
63130,"Hazel Park, School District of the City of",195.95,32.19,2,4,4,2,7,5,14.32,31.5,35.81,91.76,40.96,13.04,8,55.76,14.6,2,6,,2,,,
63140,Madison District Public Schools,67.53,13.58,,2,,2.34,2.25,1,7.75,9.62,2,19.57,2,,9.17,1,2,3,0.6,,1,,,
63150,Troy School District,615.87,50.89,16.25,17.5,10.5,6.59,10.5,4.5,58.39,69.95,32.4,292.08,21.14,26.2,31.7,39.6,23.38,68.52,3,,8.4,,,
63160,West Bloomfield School District,282.52,45.24,2.4,11,6,9.8,7,3.83,17.65,42.54,18.8,165.35,28.7,19.4,10,69.91,14.4,4.8,5.6,,3.35,,,
63180,Brandon School District in the Counties of Oakland and Lapeer,133.63,8.59,4,2,0.8,2.4,6.5,3,4,22.96,9.99,70.99,18.7,5.5,2.9,10.31,5.3,0.7,,,6.5,,,
63190,Clarkston Community School District,339.77,88.58,5.35,9.65,5.5,6,9.9,2.25,21.2,36.78,42.62,147.5,42.63,17.97,14.1,83.2,20.15,1.1,,,2,,,2
63200,Farmington Public School District,543.42,56.56,11,19.1,13,,10,8.42,31.1,72.62,30.82,229.74,56.35,48.15,32,136.5,40.5,12,10,,8.5,,,4
63210,Holly Area School District,143.5,5.1,2.9,4,,,5,2.5,9.1,20.1,3,118.65,9.5,19,15.1,57.9,7.2,1,,,2.5,,,
63220,Huron Valley Schools,446.29,42.45,0.4,13.6,4.8,10.5,17.5,5,27.5,60.31,28.46,494.31,31.9,14.2,34.2,92.5,18.8,,8.7,,3,,,
63230,Lake Orion Community Schools,357.47,54.43,19.88,11.5,7,,4.95,4.41,30.11,55.92,27.24,185.3,31.44,30.89,16.1,44.37,18.1,0.15,1.43,,5.05,,,1
63240,South Lyon Community Schools,330.4,15.04,5.05,7.6,4,2.01,10.1,3.5,21.5,44.13,14.44,215.72,20.2,6.5,12.2,19.93,9.1,0.25,,,3,,,1
63250,"Oak Park, School District of the City of",162,14.73,1,6,1,2,0.9,15,13.1,13.85,10.33,47.63,27,,1,19,6.75,8,,,,,,
63260,Rochester Community School District,677.85,99.43,9.38,30.2,17,,11.62,4.1,52.2,97.37,63.05,323.77,28.9,69.9,43.4,147.52,38.7,1.15,8.3,,9,,,
63270,Clawson Public Schools,86.9,47.8,0.1,2,1,2.4,3.1,1,7.1,15.67,6.9,53.39,23,1,5.7,,7.95,0.6,0.8,,2,,,1
63280,Lamphere Public Schools,143.28,15.3,2,3,3.25,,3,2,12.55,23.29,2,86.91,23.37,2.83,3.3,29.7,6.3,,,,2.9,,,1
63290,Walled Lake Consolidated Schools,654.83,123,0.49,24.5,7,11.58,15.4,3.4,46.85,83.07,60.93,328.33,56.3,34.5,31.3,,21.1,2,3.4,,7.6,,,
63300,Waterford School District,489.5,54.45,2,21,4,2,15,3,44.75,96.3,35.7,381.73,51.47,55.62,21,31,42,96.9,3.7,,6.5,,,
63901,AGBU Alex-Marie Manoogian School,22.8,2.6,,1,,,2.25,,,4,2.5,2.09,1.6,,,,,,,,,,,
63903,Academy of Southfield,20,,,,,,,,3,1,1,2,2,,,,2,,,,,,,1
63906,Pontiac Academy for Excellence,62,6,,2,1,,,,8,9.5,10.5,16.2,8,,,,2,1,,,3,,,2
63907,Great Lakes Academy,18,1,,,1,,1,,2,1,,3,,1,,,,,,,,,,
63910,Dr. Joseph F. Pollack Academic Center of Excellence,43,4,2,1,,,1.95,1,2.05,4,4,5,,,2,,0.9,2,,,1,,,1
63911,Holly Academy,49,5,,,,,3.01,1,2,1.5,3.5,8.05,4,1,1.6,,0.2,2.6,,,,,,
63912,Oakland International Academy,37.2,14,,,,,0.2,,4,4,5.3,7,2,,,,,,,,,,,
63913,Walton Charter Academy,40.22,5.74,,,0.4,,4.85,,0.01,2.88,,4.43,3,,1.01,6.34,1.6,,,,,,,
63914,Advanced Technology Academy,75.88,10.77,2.08,4,,0.54,3.06,1.37,11.2,5.9,4.75,16.18,7,,,1.15,1,,,,1.35,,,0.6
63915,Arts and Technology Academy of Pontiac,26,6,,,,,,1,2,1,2,5,1,1,,,1,,,,,,,1
63916,Academy of Waterford,13,,,,,,,,3,1,3,3,2,,,,,,,,,,,1
63917,Bradford Academy,64,7,3,2,,,0.2,,7,5,4,13,7,,,,2,,,,,,,
63918,Laurus Academy,33,8.24,,,1,,4,,0.01,2.38,,3.89,4,,1.2,2.51,1.43,,,,,,,
63920,Life Skills Center of Pontiac,4,,,,,,0.5,,1,1,3,1,,0.5,,,,,,,,,,
63921,Crescent Academy,57.56,18.36,,1.2,,,0.2,,5.25,7.46,2.88,40.85,3,,1.5,,3.4,1.5,,,,,,2
63922,Great Oaks Academy,34.38,6.74,,,0.5,,4.02,,,2.25,,4.98,3,,1,,1.33,,,,,,,
63923,Four Corners Montessori Academy,16.5,13.5,,,,,0.2,,1,2,,3.5,1.5,,,,,,,,,,,
63924,Michigan Mathematics and Science Academy,29.1,2,,,,1,1,,1.9,3,,3,1,,,,,,,,,,,1
63925,Taylor International Academy,19.5,2.7,1,,,,0.05,,0.95,3.37,2.65,2.95,2.5,,0.4,,0.52,0.3,,,,,,
63926,Faxon Language Immersion Academy,5,,,,,,,,,,,,,,,,,,,,,,,
63927,Michigan School for the Arts,9,9,,,,,,,1,1,1,1.5,1,,,,,,,,,,,1
64040,Hart Public School District,73.57,27,1,1.83,,,1,1,,20.9,4.1,67.5,3,,2,8.5,1,,,,1,,,3
